question_id,article,expected_doc_id,retrieved_docs,mrr,recall,top_k,number_of_paragraphs
5733b2fe4776f41900661092,University_of_Notre_Dame,doc_12,"['doc_12', 'doc_19', 'doc_23', 'doc_25', 'doc_26']",1.0,1,5,55
5733b2fe4776f41900661093,University_of_Notre_Dame,doc_12,"['doc_12', 'doc_25', 'doc_23', 'doc_19', 'doc_31']",1.0,1,5,55
5733b2fe4776f41900661090,University_of_Notre_Dame,doc_12,"['doc_12', 'doc_37', 'doc_31', 'doc_14', 'doc_6']",1.0,1,5,55
5733b3d64776f419006610a3,University_of_Notre_Dame,doc_13,"['doc_37', 'doc_23', 'doc_17', 'doc_40', 'doc_19']",0.0,0,5,55
5733b3d64776f419006610a4,University_of_Notre_Dame,doc_13,"['doc_13', 'doc_37', 'doc_1', 'doc_23', 'doc_6']",1.0,1,5,55
5733b3d64776f419006610a5,University_of_Notre_Dame,doc_13,"['doc_13', 'doc_23', 'doc_1', 'doc_37', 'doc_19']",1.0,1,5,55
5733b3d64776f419006610a6,University_of_Notre_Dame,doc_13,"['doc_1', 'doc_22', 'doc_19', 'doc_23', 'doc_21']",0.0,0,5,55
5733b5344776f419006610dd,University_of_Notre_Dame,doc_14,"['doc_27', 'doc_23', 'doc_26', 'doc_19', 'doc_22']",0.0,0,5,55
5733b5344776f419006610de,University_of_Notre_Dame,doc_14,"['doc_6', 'doc_14', 'doc_32', 'doc_36', 'doc_40']",0.5,1,5,55
5733b5344776f419006610df,University_of_Notre_Dame,doc_14,"['doc_6', 'doc_14', 'doc_31', 'doc_17', 'doc_40']",0.5,1,5,55
5733b5344776f419006610e0,University_of_Notre_Dame,doc_14,"['doc_14', 'doc_31', 'doc_26', 'doc_8', 'doc_15']",1.0,1,5,55
5733b5344776f419006610e1,University_of_Notre_Dame,doc_14,"['doc_14', 'doc_32', 'doc_31', 'doc_8', 'doc_6']",1.0,1,5,55
5733b5df4776f41900661105,University_of_Notre_Dame,doc_15,"['doc_8', 'doc_15', 'doc_40', 'doc_9', 'doc_4']",0.5,1,5,55
5733b5df4776f41900661106,University_of_Notre_Dame,doc_15,"['doc_8', 'doc_15', 'doc_40', 'doc_9', 'doc_26']",0.5,1,5,55
5733b5df4776f41900661107,University_of_Notre_Dame,doc_15,"['doc_15', 'doc_51', 'doc_45', 'doc_30', 'doc_40']",1.0,1,5,55
5733b5df4776f41900661108,University_of_Notre_Dame,doc_15,"['doc_15', 'doc_45', 'doc_47', 'doc_46', 'doc_21']",1.0,1,5,55
5733b5df4776f41900661109,University_of_Notre_Dame,doc_15,"['doc_15', 'doc_8', 'doc_40', 'doc_30', 'doc_9']",1.0,1,5,55
5733b699d058e614000b6118,University_of_Notre_Dame,doc_16,"['doc_16', 'doc_8', 'doc_40', 'doc_15', 'doc_4']",1.0,1,5,55
5733b699d058e614000b6119,University_of_Notre_Dame,doc_16,"['doc_16', 'doc_40', 'doc_30', 'doc_15', 'doc_8']",1.0,1,5,55
5733b699d058e614000b611a,University_of_Notre_Dame,doc_16,"['doc_16', 'doc_30', 'doc_40', 'doc_15', 'doc_25']",1.0,1,5,55
5733b699d058e614000b611b,University_of_Notre_Dame,doc_16,"['doc_16', 'doc_15', 'doc_40', 'doc_8', 'doc_30']",1.0,1,5,55
5733b699d058e614000b611c,University_of_Notre_Dame,doc_16,"['doc_16', 'doc_40', 'doc_30', 'doc_25', 'doc_15']",1.0,1,5,55
5733b7f74776f4190066112d,University_of_Notre_Dame,doc_17,"['doc_2', 'doc_17', 'doc_41', 'doc_28', 'doc_0']",0.5,1,5,55
5733b7f74776f4190066112e,University_of_Notre_Dame,doc_17,"['doc_17', 'doc_8', 'doc_15', 'doc_16', 'doc_40']",1.0,1,5,55
5733b7f74776f4190066112f,University_of_Notre_Dame,doc_17,"['doc_17', 'doc_40', 'doc_15', 'doc_16', 'doc_26']",1.0,1,5,55
5733b7f74776f41900661130,University_of_Notre_Dame,doc_17,"['doc_30', 'doc_40', 'doc_17', 'doc_38', 'doc_16']",0.3333333333333333,1,5,55
5733b7f74776f41900661131,University_of_Notre_Dame,doc_17,"['doc_17', 'doc_15', 'doc_8', 'doc_26', 'doc_40']",1.0,1,5,55
57338653d058e614000b5c84,University_of_Notre_Dame,doc_18,"['doc_29', 'doc_30', 'doc_52', 'doc_7', 'doc_47']",0.0,0,5,55
57338653d058e614000b5c81,University_of_Notre_Dame,doc_18,"['doc_18', 'doc_30', 'doc_7', 'doc_21', 'doc_19']",1.0,1,5,55
57338653d058e614000b5c82,University_of_Notre_Dame,doc_18,"['doc_19', 'doc_27', 'doc_22', 'doc_23', 'doc_25']",0.0,0,5,55
57338653d058e614000b5c83,University_of_Notre_Dame,doc_18,"['doc_18', 'doc_30', 'doc_7', 'doc_27', 'doc_42']",1.0,1,5,55
57338653d058e614000b5c85,University_of_Notre_Dame,doc_18,"['doc_29', 'doc_30', 'doc_40', 'doc_34', 'doc_23']",0.0,0,5,55
57338724d058e614000b5c9f,University_of_Notre_Dame,doc_19,"['doc_19', 'doc_25', 'doc_8', 'doc_26', 'doc_23']",1.0,1,5,55
57338724d058e614000b5ca1,University_of_Notre_Dame,doc_19,"['doc_19', 'doc_25', 'doc_8', 'doc_40', 'doc_30']",1.0,1,5,55
57338724d058e614000b5c9d,University_of_Notre_Dame,doc_19,"['doc_23', 'doc_27', 'doc_19', 'doc_22', 'doc_25']",0.3333333333333333,1,5,55
57338724d058e614000b5c9e,University_of_Notre_Dame,doc_19,"['doc_19', 'doc_26', 'doc_25', 'doc_23', 'doc_40']",1.0,1,5,55
57338724d058e614000b5ca0,University_of_Notre_Dame,doc_19,"['doc_19', 'doc_33', 'doc_17', 'doc_25', 'doc_41']",1.0,1,5,55
573387acd058e614000b5cb1,University_of_Notre_Dame,doc_20,"['doc_20', 'doc_49', 'doc_22', 'doc_39', 'doc_21']",1.0,1,5,55
573387acd058e614000b5cb2,University_of_Notre_Dame,doc_20,"['doc_20', 'doc_49', 'doc_39', 'doc_51', 'doc_21']",1.0,1,5,55
573387acd058e614000b5cb5,University_of_Notre_Dame,doc_20,"['doc_20', 'doc_49', 'doc_39', 'doc_53', 'doc_21']",1.0,1,5,55
573387acd058e614000b5cb3,University_of_Notre_Dame,doc_20,"['doc_20', 'doc_49', 'doc_39', 'doc_21', 'doc_48']",1.0,1,5,55
573387acd058e614000b5cb4,University_of_Notre_Dame,doc_20,"['doc_20', 'doc_39', 'doc_49', 'doc_48', 'doc_51']",1.0,1,5,55
573388ce4776f41900660cc3,University_of_Notre_Dame,doc_21,"['doc_21', 'doc_17', 'doc_38', 'doc_46', 'doc_40']",1.0,1,5,55
573388ce4776f41900660cc4,University_of_Notre_Dame,doc_21,"['doc_21', 'doc_17', 'doc_15', 'doc_48', 'doc_39']",1.0,1,5,55
573388ce4776f41900660cc7,University_of_Notre_Dame,doc_21,"['doc_21', 'doc_23', 'doc_27', 'doc_22', 'doc_25']",1.0,1,5,55
573388ce4776f41900660cc5,University_of_Notre_Dame,doc_21,"['doc_21', 'doc_17', 'doc_15', 'doc_52', 'doc_50']",1.0,1,5,55
573388ce4776f41900660cc6,University_of_Notre_Dame,doc_21,"['doc_21', 'doc_17', 'doc_15', 'doc_48', 'doc_25']",1.0,1,5,55
57338a51d058e614000b5cf0,University_of_Notre_Dame,doc_22,"['doc_22', 'doc_23', 'doc_25', 'doc_19', 'doc_27']",1.0,1,5,55
57338a51d058e614000b5cf1,University_of_Notre_Dame,doc_22,"['doc_22', 'doc_23', 'doc_27', 'doc_19', 'doc_25']",1.0,1,5,55
57338a51d058e614000b5cf2,University_of_Notre_Dame,doc_22,"['doc_23', 'doc_22', 'doc_21', 'doc_19', 'doc_46']",0.5,1,5,55
57338a51d058e614000b5cf3,University_of_Notre_Dame,doc_22,"['doc_22', 'doc_26', 'doc_31', 'doc_27', 'doc_23']",1.0,1,5,55
57338a51d058e614000b5cf4,University_of_Notre_Dame,doc_22,"['doc_22', 'doc_21', 'doc_39', 'doc_48', 'doc_46']",1.0,1,5,55
5733926d4776f41900660d8e,University_of_Notre_Dame,doc_23,"['doc_23', 'doc_26', 'doc_19', 'doc_24', 'doc_25']",1.0,1,5,55
5733926d4776f41900660d8f,University_of_Notre_Dame,doc_23,"['doc_23', 'doc_31', 'doc_14', 'doc_6', 'doc_40']",1.0,1,5,55
5733926d4776f41900660d91,University_of_Notre_Dame,doc_23,"['doc_30', 'doc_29', 'doc_22', 'doc_25', 'doc_23']",0.2,1,5,55
5733926d4776f41900660d8d,University_of_Notre_Dame,doc_23,"['doc_22', 'doc_23', 'doc_27', 'doc_19', 'doc_25']",0.5,1,5,55
5733926d4776f41900660d90,University_of_Notre_Dame,doc_23,"['doc_23', 'doc_14', 'doc_6', 'doc_31', 'doc_40']",1.0,1,5,55
573393184776f41900660da6,University_of_Notre_Dame,doc_24,"['doc_24', 'doc_23', 'doc_7', 'doc_22', 'doc_37']",1.0,1,5,55
573393184776f41900660da8,University_of_Notre_Dame,doc_24,"['doc_24', 'doc_26', 'doc_19', 'doc_23', 'doc_25']",1.0,1,5,55
573393184776f41900660da9,University_of_Notre_Dame,doc_24,"['doc_24', 'doc_26', 'doc_23', 'doc_19', 'doc_27']",1.0,1,5,55
573393184776f41900660da7,University_of_Notre_Dame,doc_24,"['doc_24', 'doc_23', 'doc_22', 'doc_27', 'doc_19']",1.0,1,5,55
573393184776f41900660daa,University_of_Notre_Dame,doc_24,"['doc_24', 'doc_23', 'doc_19', 'doc_25', 'doc_22']",1.0,1,5,55
573393e1d058e614000b5dc2,University_of_Notre_Dame,doc_25,"['doc_25', 'doc_19', 'doc_23', 'doc_40', 'doc_30']",1.0,1,5,55
573393e1d058e614000b5dc4,University_of_Notre_Dame,doc_25,"['doc_25', 'doc_23', 'doc_22', 'doc_54', 'doc_19']",1.0,1,5,55
573393e1d058e614000b5dc5,University_of_Notre_Dame,doc_25,"['doc_25', 'doc_23', 'doc_19', 'doc_22', 'doc_27']",1.0,1,5,55
573393e1d058e614000b5dc6,University_of_Notre_Dame,doc_25,"['doc_25', 'doc_4', 'doc_8', 'doc_19', 'doc_15']",1.0,1,5,55
573393e1d058e614000b5dc3,University_of_Notre_Dame,doc_25,"['doc_25', 'doc_19', 'doc_40', 'doc_14', 'doc_4']",1.0,1,5,55
573394c84776f41900660ddd,University_of_Notre_Dame,doc_26,"['doc_26', 'doc_27', 'doc_23', 'doc_19', 'doc_22']",1.0,1,5,55
573394c84776f41900660ddf,University_of_Notre_Dame,doc_26,"['doc_26', 'doc_8', 'doc_27', 'doc_19', 'doc_9']",1.0,1,5,55
573394c84776f41900660de0,University_of_Notre_Dame,doc_26,"['doc_26', 'doc_27', 'doc_19', 'doc_23', 'doc_24']",1.0,1,5,55
573394c84776f41900660de1,University_of_Notre_Dame,doc_26,"['doc_26', 'doc_27', 'doc_14', 'doc_24', 'doc_23']",1.0,1,5,55
573394c84776f41900660dde,University_of_Notre_Dame,doc_26,"['doc_26', 'doc_27', 'doc_19', 'doc_25', 'doc_23']",1.0,1,5,55
5733974d4776f41900660e17,University_of_Notre_Dame,doc_27,"['doc_27', 'doc_23', 'doc_19', 'doc_22', 'doc_25']",1.0,1,5,55
5733974d4776f41900660e18,University_of_Notre_Dame,doc_27,"['doc_27', 'doc_19', 'doc_23', 'doc_54', 'doc_14']",1.0,1,5,55
5733974d4776f41900660e19,University_of_Notre_Dame,doc_27,"['doc_27', 'doc_23', 'doc_19', 'doc_22', 'doc_25']",1.0,1,5,55
5733974d4776f41900660e1a,University_of_Notre_Dame,doc_27,"['doc_30', 'doc_27', 'doc_44', 'doc_23', 'doc_7']",0.5,1,5,55
5733974d4776f41900660e1b,University_of_Notre_Dame,doc_27,"['doc_27', 'doc_26', 'doc_30', 'doc_49', 'doc_23']",1.0,1,5,55
573398164776f41900660e21,University_of_Notre_Dame,doc_28,"['doc_17', 'doc_40', 'doc_2', 'doc_19', 'doc_4']",0.0,0,5,55
573398164776f41900660e22,University_of_Notre_Dame,doc_28,"['doc_28', 'doc_41', 'doc_17', 'doc_38', 'doc_30']",1.0,1,5,55
573398164776f41900660e23,University_of_Notre_Dame,doc_28,"['doc_28', 'doc_0', 'doc_38', 'doc_35', 'doc_7']",1.0,1,5,55
573398164776f41900660e24,University_of_Notre_Dame,doc_28,"['doc_28', 'doc_0', 'doc_38', 'doc_7', 'doc_27']",1.0,1,5,55
573398164776f41900660e25,University_of_Notre_Dame,doc_28,"['doc_28', 'doc_0', 'doc_38', 'doc_30', 'doc_7']",1.0,1,5,55
573398ebd058e614000b5e66,University_of_Notre_Dame,doc_29,"['doc_29', 'doc_23', 'doc_19', 'doc_30', 'doc_22']",1.0,1,5,55
573398ebd058e614000b5e67,University_of_Notre_Dame,doc_29,"['doc_29', 'doc_30', 'doc_18', 'doc_7', 'doc_26']",1.0,1,5,55
573398ebd058e614000b5e68,University_of_Notre_Dame,doc_29,"['doc_29', 'doc_30', 'doc_38', 'doc_27', 'doc_19']",1.0,1,5,55
573398ebd058e614000b5e69,University_of_Notre_Dame,doc_29,"['doc_29', 'doc_30', 'doc_40', 'doc_15', 'doc_38']",1.0,1,5,55
573398ebd058e614000b5e6a,University_of_Notre_Dame,doc_29,"['doc_29', 'doc_30', 'doc_26', 'doc_40', 'doc_15']",1.0,1,5,55
57339a5bd058e614000b5e91,University_of_Notre_Dame,doc_30,"['doc_30', 'doc_16', 'doc_40', 'doc_15', 'doc_8']",1.0,1,5,55
57339a5bd058e614000b5e92,University_of_Notre_Dame,doc_30,"['doc_7', 'doc_30', 'doc_40', 'doc_19', 'doc_36']",0.5,1,5,55
57339a5bd058e614000b5e93,University_of_Notre_Dame,doc_30,"['doc_7', 'doc_36', 'doc_24', 'doc_30', 'doc_40']",0.25,1,5,55
57339a5bd058e614000b5e94,University_of_Notre_Dame,doc_30,"['doc_30', 'doc_44', 'doc_29', 'doc_7', 'doc_40']",1.0,1,5,55
57339a5bd058e614000b5e95,University_of_Notre_Dame,doc_30,"['doc_30', 'doc_40', 'doc_38', 'doc_45', 'doc_15']",1.0,1,5,55
57339b36d058e614000b5ea3,University_of_Notre_Dame,doc_31,"['doc_31', 'doc_26', 'doc_14', 'doc_27', 'doc_19']",1.0,1,5,55
57339b36d058e614000b5ea4,University_of_Notre_Dame,doc_31,"['doc_31', 'doc_15', 'doc_40', 'doc_17', 'doc_8']",1.0,1,5,55
57339b36d058e614000b5ea5,University_of_Notre_Dame,doc_31,"['doc_31', 'doc_9', 'doc_14', 'doc_26', 'doc_40']",1.0,1,5,55
57339b36d058e614000b5ea6,University_of_Notre_Dame,doc_31,"['doc_37', 'doc_14', 'doc_36', 'doc_31', 'doc_12']",0.25,1,5,55
57339c184776f41900660ea5,University_of_Notre_Dame,doc_32,"['doc_30', 'doc_19', 'doc_26', 'doc_25', 'doc_8']",0.0,0,5,55
57339c184776f41900660ea6,University_of_Notre_Dame,doc_32,"['doc_38', 'doc_32', 'doc_30', 'doc_40', 'doc_17']",0.5,1,5,55
57339c184776f41900660ea7,University_of_Notre_Dame,doc_32,"['doc_30', 'doc_17', 'doc_14', 'doc_40', 'doc_38']",0.0,0,5,55
57339c184776f41900660ea8,University_of_Notre_Dame,doc_32,"['doc_30', 'doc_26', 'doc_44', 'doc_19', 'doc_25']",0.0,0,5,55
5733a3cbd058e614000b5f3f,University_of_Notre_Dame,doc_33,"['doc_19', 'doc_4', 'doc_8', 'doc_41', 'doc_25']",0.0,0,5,55
5733a3cbd058e614000b5f40,University_of_Notre_Dame,doc_33,"['doc_19', 'doc_33', 'doc_25', 'doc_23', 'doc_40']",0.5,1,5,55
5733a3cbd058e614000b5f41,University_of_Notre_Dame,doc_33,"['doc_33', 'doc_19', 'doc_25', 'doc_35', 'doc_4']",1.0,1,5,55
5733a3cbd058e614000b5f42,University_of_Notre_Dame,doc_33,"['doc_40', 'doc_19', 'doc_38', 'doc_25', 'doc_8']",0.0,0,5,55
5733a3cbd058e614000b5f43,University_of_Notre_Dame,doc_33,"['doc_33', 'doc_40', 'doc_8', 'doc_4', 'doc_15']",1.0,1,5,55
5733a4c54776f41900660f2d,University_of_Notre_Dame,doc_34,"['doc_23', 'doc_19', 'doc_27', 'doc_34', 'doc_25']",0.25,1,5,55
5733a4c54776f41900660f2e,University_of_Notre_Dame,doc_34,"['doc_19', 'doc_34', 'doc_25', 'doc_26', 'doc_29']",0.5,1,5,55
5733a4c54776f41900660f2f,University_of_Notre_Dame,doc_34,"['doc_34', 'doc_19', 'doc_40', 'doc_27', 'doc_14']",1.0,1,5,55
5733a4c54776f41900660f30,University_of_Notre_Dame,doc_34,"['doc_29', 'doc_30', 'doc_34', 'doc_40', 'doc_7']",0.3333333333333333,1,5,55
5733a4c54776f41900660f31,University_of_Notre_Dame,doc_34,"['doc_8', 'doc_40', 'doc_15', 'doc_4', 'doc_34']",0.2,1,5,55
5733a55a4776f41900660f3a,University_of_Notre_Dame,doc_35,"['doc_19', 'doc_8', 'doc_40', 'doc_38', 'doc_25']",0.0,0,5,55
5733a55a4776f41900660f3b,University_of_Notre_Dame,doc_35,"['doc_35', 'doc_30', 'doc_40', 'doc_7', 'doc_29']",1.0,1,5,55
5733a55a4776f41900660f3c,University_of_Notre_Dame,doc_35,"['doc_35', 'doc_40', 'doc_8', 'doc_30', 'doc_38']",1.0,1,5,55
5733a55a4776f41900660f3d,University_of_Notre_Dame,doc_35,"['doc_35', 'doc_40', 'doc_30', 'doc_4', 'doc_16']",1.0,1,5,55
5733a55a4776f41900660f3e,University_of_Notre_Dame,doc_35,"['doc_35', 'doc_40', 'doc_31', 'doc_9', 'doc_30']",1.0,1,5,55
5733adb64776f41900661001,University_of_Notre_Dame,doc_36,"['doc_7', 'doc_19', 'doc_26', 'doc_30', 'doc_25']",0.0,0,5,55
5733adb64776f41900661002,University_of_Notre_Dame,doc_36,"['doc_7', 'doc_36', 'doc_30', 'doc_40', 'doc_38']",0.5,1,5,55
5733adb64776f41900661003,University_of_Notre_Dame,doc_36,"['doc_7', 'doc_40', 'doc_30', 'doc_15', 'doc_8']",0.0,0,5,55
5733adb64776f41900661004,University_of_Notre_Dame,doc_36,"['doc_7', 'doc_9', 'doc_40', 'doc_15', 'doc_30']",0.0,0,5,55
